"hgnc_symbol","gene_biotype","ensembl_gene_id","description"
"CASP4","protein_coding","ENSG00000196954","This gene encodes a protein that is a member of the cysteine-aspartic acid protease (caspase) family. Sequential activation of caspases plays a central role in the execution-phase of cell apoptosis. Caspases exist as inactive proenzymes composed of a prodomain and a large and small protease subunit. Activation of caspases requires proteolytic processing at conserved internal aspartic residues to generate a heterodimeric enzyme consisting of the large and small subunits. This caspase is able to cleave and activate its own precursor protein, as well as caspase 1 precursor. When overexpressed, this gene induces cell apoptosis. Alternative splicing results in transcript variants encoding distinct isoforms. [provided by RefSeq, Jul 2008]"
"ACSL5","protein_coding","ENSG00000197142","The protein encoded by this gene is an isozyme of the long-chain fatty-acid-coenzyme A ligase family. Although differing in substrate specificity, subcellular localization, and tissue distribution, all isozymes of this family convert free long-chain fatty acids into fatty acyl-CoA esters, and thereby play a key role in lipid biosynthesis and fatty acid degradation. This isozyme is highly expressed in uterus and spleen, and in trace amounts in normal brain, but has markedly increased levels in malignant gliomas. This gene functions in mediating fatty acid-induced glioma cell growth. Three transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
"RAMP2-AS1","lncRNA","ENSG00000197291",""
"MYO1C","protein_coding","ENSG00000197879","This gene encodes a member of the unconventional myosin protein family, which are actin-based molecular motors. The protein is found in the cytoplasm, and one isoform with a unique N-terminus is also found in the nucleus. The nuclear isoform associates with RNA polymerase I and II and functions in transcription initiation. The mouse ortholog of this protein also functions in intracellular vesicle transport to the plasma membrane. Multiple transcript variants encoding different isoforms have been found for this gene. The related gene myosin IE has been referred to as myosin IC in the literature, but it is a distinct locus on chromosome 19. [provided by RefSeq, Jul 2008]"
"ZNF69","protein_coding","ENSG00000198429","Enables identical protein binding activity. Predicted to be involved in negative regulation of transcription by RNA polymerase II. Predicted to be located in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"BAZ1A","protein_coding","ENSG00000198604","The BAZ1A gene encodes the accessory subunit of the ATP-dependent chromatin assembly factor (ACF), a member of the ISWI ('imitation switch') family of chromatin remodeling complexes (summarized by Racki et al., 2009 [PubMed 20033039]).[supplied by OMIM, Apr 2010]"
"","lncRNA","ENSG00000203472","no information"
"LINC00862","lncRNA","ENSG00000203721","Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"PSMB8","protein_coding","ENSG00000204264","The proteasome is a multicatalytic proteinase complex with a highly ordered ring-shaped 20S core structure. The core structure is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway. An essential function of a modified proteasome, the immunoproteasome, is the processing of class I MHC peptides. This gene encodes a member of the proteasome B-type family, also known as the T1B family, that is a 20S core beta subunit. This gene is located in the class II region of the MHC (major histocompatibility complex). Expression of this gene is induced by gamma interferon and this gene product replaces catalytic subunit 3 (proteasome beta 5 subunit) in the immunoproteasome. Proteolytic processing is required to generate a mature subunit. Two alternative transcripts encoding two isoforms have been identified; both isoforms are processed to yield the same mature subunit. [provided by RefSeq, Jul 2008]"
"ITPRIPL2","protein_coding","ENSG00000205730","Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"HLA-A","protein_coding","ENSG00000206503","HLA-A belongs to the HLA class I heavy chain paralogues. This class I molecule is a heterodimer consisting of a heavy chain and a light chain (beta-2 microglobulin). The heavy chain is anchored in the membrane. Class I molecules play a central role in the immune system by presenting peptides derived from the endoplasmic reticulum lumen so that they can be recognized by cytotoxic T cells. They are expressed in nearly all cells. The heavy chain is approximately 45 kDa and its gene contains 8 exons. Exon 1 encodes the leader peptide, exons 2 and 3 encode the alpha1 and alpha2 domains, which both bind the peptide, exon 4 encodes the alpha3 domain, exon 5 encodes the transmembrane region, and exons 6 and 7 encode the cytoplasmic tail. Polymorphisms within exon 2 and exon 3 are responsible for the peptide binding specificity of each class one molecule. Typing for these polymorphisms is routinely done for bone marrow and kidney transplantation. More than 6000 HLA-A alleles have been described. The HLA system plays an important role in the occurrence and outcome of infectious diseases, including those caused by the malaria parasite, the human immunodeficiency virus (HIV), and the severe acute respiratory syndrome coronavirus (SARS-CoV). The structural spike and the nucleocapsid proteins of the novel coronavirus SARS-CoV-2, which causes coronavirus disease 2019 (COVID-19), are reported to contain multiple Class I epitopes with predicted HLA restrictions. Individual HLA genetic variation may help explain different immune responses to a virus across a population.[provided by RefSeq, Aug 2020]"
"DIO1","protein_coding","ENSG00000211452","The protein encoded by this gene belongs to the iodothyronine deiodinase family. It catalyzes the activation, as well as the inactivation of thyroid hormone by outer and inner ring deiodination, respectively. The activation reaction involves the conversion of the prohormone thyroxine (3,5,3',5'-tetraiodothyronine, T4), secreted by the thyroid gland, to the bioactive thyroid hormone (3,5,3'-triiodothyronine, T3) by 5'-deiodination. This protein provides most of the circulating T3, which is essential for growth, differentiation and basal metabolism in vertebrates. This protein is a selenoprotein, containing the rare amino acid selenocysteine (Sec) at its active site. Sec is encoded by the UGA codon, which normally signals translation termination. The 3' UTRs of selenoprotein mRNAs contain a conserved stem-loop structure, designated the Sec insertion sequence (SECIS) element, that is necessary for the recognition of UGA as a Sec codon, rather than as a stop signal. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jun 2018]"
"SIPA1","protein_coding","ENSG00000213445","The product of this gene is a mitogen induced GTPase activating protein (GAP). It exhibits a specific GAP activity for Ras-related regulatory proteins Rap1 and Rap2, but not for Ran or other small GTPases. This protein may also hamper mitogen-induced cell cycle progression when abnormally or prematurely expressed. It is localized to the perinuclear region. Two alternatively spliced variants encoding the same isoform have been characterized to date. [provided by RefSeq, Jul 2008]"
"S1PR3","protein_coding","ENSG00000213694","This gene encodes a member of the EDG family of receptors, which are G protein-coupled receptors. This protein has been identified as a functional receptor for sphingosine 1-phosphate and likely contributes to the regulation of angiogenesis and vascular endothelial cell function. [provided by RefSeq, Jul 2008]"
"DDAH2","protein_coding","ENSG00000213722","This gene encodes a dimethylarginine dimethylaminohydrolase. The encoded enzyme functions in nitric oxide generation by regulating the cellular concentrations of methylarginines, which in turn inhibit nitric oxide synthase activity. The protein may be localized to the mitochondria. Alternative splicing resulting in multiple transcript variants. [provided by RefSeq, Dec 2014]"
"LRRC69","protein_coding","ENSG00000214954","Predicted to be involved in signal transduction. [provided by Alliance of Genome Resources, Apr 2022]"
"ATAD3C","protein_coding","ENSG00000215915","Predicted to enable zinc ion binding activity. Predicted to be involved in mitochondrion organization. Located in mitochondrion. [provided by Alliance of Genome Resources, Apr 2022]"
"PDGFA-DT","lncRNA","ENSG00000223855",""
"PRR29","protein_coding","ENSG00000224383",""
"CSRP1-AS1","lncRNA","ENSG00000224536",""
"IL1R1-AS1","lncRNA","ENSG00000226925",""
"","lncRNA","ENSG00000228113","no information"
"HSDL2-AS1","lncRNA","ENSG00000230185","no information"
"LINC00472","lncRNA","ENSG00000233237",""
"BCL2L1-AS1","lncRNA","ENSG00000236559","no information"
"STARD13-AS","lncRNA","ENSG00000236581",""
"STON1","protein_coding","ENSG00000243244","Endocytosis of cell surface proteins is mediated by a complex molecular machinery that assembles on the inner surface of the plasma membrane. This gene encodes one of two human homologs of the Drosophila melanogaster stoned B protein. This protein is related to components of the endocytic machinery and exhibits a modular structure consisting of an N-terminal proline-rich domain, a central region of homology specific to the human stoned B-like proteins, and a C-terminal region homologous to the mu subunits of adaptor protein (AP) complexes. Read-through transcription of this gene into the neighboring downstream gene, which encodes TFIIA-alpha/beta-like factor, generates a transcript (SALF), which encodes a fusion protein comprised of sequence sharing identity with each individual gene product. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2010]"
"STMP1","protein_coding","ENSG00000243317","Predicted to be involved in positive regulation of NLRP3 inflammasome complex assembly and positive regulation of interleukin-1 beta production. Predicted to be located in mitochondrial intermembrane space and mitochondrial outer membrane. Predicted to be active in mitochondrial respirasome. [provided by Alliance of Genome Resources, Apr 2022]"
"FAM3D-AS1","lncRNA","ENSG00000244383",""
"ARAP1-AS2","lncRNA","ENSG00000245148",""
"NEAT1","lncRNA","ENSG00000245532","This gene produces a long non-coding RNA (lncRNA) transcribed from the multiple endocrine neoplasia locus. This lncRNA is retained in the nucleus where it forms the core structural component of the paraspeckle sub-organelles. It may act as a transcriptional regulator for numerous genes, including some genes involved in cancer progression. [provided by RefSeq, Mar 2015]"
"RETREG1-AS1","lncRNA","ENSG00000246214",""
"LINC00926","lncRNA","ENSG00000247982",""
"","protein_coding","ENSG00000249240","no information"
"","lncRNA","ENSG00000249456","no information"
"ESAM-AS1","lncRNA","ENSG00000250073",""
"RHOQ-AS1","lncRNA","ENSG00000250116",""
"","lncRNA","ENSG00000250195",""
"ALDH1L1-AS1","lncRNA","ENSG00000250218",""
"","protein_coding","ENSG00000251184","no information"
"PXN-AS1","lncRNA","ENSG00000255857",""
"","lncRNA","ENSG00000257283",""
"MGAM","protein_coding","ENSG00000257335","This gene encodes maltase-glucoamylase, which is a brush border membrane enzyme that plays a role in the final steps of digestion of starch. The protein has two catalytic sites identical to those of sucrase-isomaltase, but the proteins are only 59% homologous. Both are members of glycosyl hydrolase family 31, which has a variety of substrate specificities. [provided by RefSeq, Jul 2008]"
"GPR84-AS1","lncRNA","ENSG00000258086","no information"
"GPR84-AS1","lncRNA","ENSG00000258137",""
"OXA1L-DT","lncRNA","ENSG00000258458","no information"
"","lncRNA","ENSG00000260911","no information"
"DIS3L-AS1","lncRNA","ENSG00000261318","no information"
"","lncRNA","ENSG00000261427","no information"
"MYL12-AS1","lncRNA","ENSG00000264235",""
"","lncRNA","ENSG00000265218","no information"
"FXYD1","protein_coding","ENSG00000266964","This gene encodes a member of a family of small membrane proteins that share a 35-amino acid signature sequence domain, beginning with the sequence PFXYD and containing 7 invariant and 6 highly conserved amino acids. The approved human gene nomenclature for the family is FXYD-domain containing ion transport regulator. Mouse FXYD5 has been termed RIC (Related to Ion Channel). FXYD2, also known as the gamma subunit of the Na,K-ATPase, regulates the properties of that enzyme. FXYD1 (phospholemman), FXYD2 (gamma), FXYD3 (MAT-8), FXYD4 (CHIF), and FXYD5 (RIC) have been shown to induce channel activity in experimental expression systems. Transmembrane topology has been established for two family members (FXYD1 and FXYD2), with the N-terminus extracellular and the C-terminus on the cytoplasmic side of the membrane. The protein encoded by this gene is a plasma membrane substrate for several kinases, including protein kinase A, protein kinase C, NIMA kinase, and myotonic dystrophy kinase. It is thought to form an ion channel or regulate ion channel activity. Transcript variants with different 5' UTR sequences have been described in the literature. [provided by RefSeq, Jul 2008]"
"","protein_coding","ENSG00000267314","no information"
"","lncRNA","ENSG00000268362","no information"
"","lncRNA","ENSG00000268583","no information"
"","protein_coding","ENSG00000269825",""
"","protein_coding","ENSG00000271810","no information"
"","lncRNA","ENSG00000273118","no information"
"","lncRNA","ENSG00000273138","no information"
